,Date,Open,High,Low,Close
0,2020-01-02,100.01000213623048,103.1500015258789,99.66000366210938,103.1500015258789
1,2020-01-03,101.0999984741211,104.5500030517578,100.76000213623048,103.5199966430664
2,2020-01-06,102.73999786376952,107.73999786376952,101.7699966430664,107.45999908447266
3,2020-01-07,107.62999725341795,109.94000244140624,107.37000274658205,108.05999755859376
4,2020-01-08,108.8000030517578,110.81999969482422,108.1999969482422,109.38999938964844
5,2020-01-09,111.33000183105467,113.1500015258789,110.36000061035156,113.0199966430664
6,2020-01-10,115.0,116.48999786376952,114.0500030517578,115.73999786376952
7,2020-01-13,117.29000091552734,120.4499969482422,116.8499984741211,120.33999633789062
8,2020-01-14,120.06999969482422,120.86699676513672,117.20999908447266,119.0199966430664
9,2020-01-15,119.43000030517578,123.77999877929688,119.22000122070312,119.87999725341795
10,2020-01-16,121.23999786376952,121.5999984741211,118.3000030517578,119.58000183105467
11,2020-01-17,119.22000122070312,120.4800033569336,118.0500030517578,119.36000061035156
12,2020-01-21,118.9000015258789,120.52999877929688,117.2300033569336,119.08000183105467
13,2020-01-22,119.8499984741211,120.9000015258789,118.91999816894533,119.12000274658205
14,2020-01-23,120.0,121.83000183105467,118.83000183105467,120.8000030517578
15,2020-01-24,122.01000213623048,123.37000274658205,119.5500030517578,121.37999725341795
16,2020-01-27,116.91999816894533,121.11000061035156,115.0199966430664,120.5500030517578
17,2020-01-28,122.43000030517578,125.7770004272461,121.12000274658205,122.76000213623048
18,2020-01-29,123.9000015258789,125.19000244140624,121.66000366210938,123.8000030517578
19,2020-01-30,122.5,125.58999633789062,122.01000213623048,124.80999755859376
20,2020-01-31,126.52999877929688,127.5,122.95999908447266,124.33999633789062
21,2020-02-03,124.30999755859376,128.17999267578125,123.37999725341795,128.17999267578125
22,2020-02-04,130.38999938964844,132.02000427246094,128.60000610351562,131.89999389648438
23,2020-02-05,133.0,133.0,126.4000015258789,127.1500015258789
24,2020-02-06,120.5999984741211,125.66000366210938,116.37999725341795,117.87000274658205
25,2020-02-07,119.77999877929688,122.87999725341795,117.91999816894533,122.20999908447266
26,2020-02-10,122.3000030517578,126.77999877929688,121.58999633789062,125.70999908447266
27,2020-02-11,126.43000030517578,127.16999816894533,124.45999908447266,125.41000366210938
28,2020-02-12,125.55999755859376,126.18000030517578,122.4499969482422,125.91999816894533
29,2020-02-13,125.62999725341795,130.52999877929688,125.0,128.6699981689453
30,2020-02-14,128.8699951171875,129.7259979248047,127.51000213623048,127.73999786376952
31,2020-02-18,127.5,129.1300048828125,126.0199966430664,128.13999938964844
32,2020-02-19,128.75999450683594,129.64999389648438,127.91999816894533,128.05999755859375
33,2020-02-20,128.0,128.55999755859375,123.0999984741211,126.70999908447266
34,2020-02-21,125.37999725341795,125.73999786376952,120.9000015258789,123.2699966430664
35,2020-02-24,115.0,118.60199737548828,113.02999877929688,117.94000244140624
36,2020-02-25,119.0,120.125,111.66500091552734,112.30999755859376
37,2020-02-26,113.11000061035156,115.83999633789062,111.12000274658205,112.95999908447266
38,2020-02-27,107.5199966430664,114.9000015258789,105.2699966430664,110.91000366210938
39,2020-02-28,105.97000122070312,112.6500015258789,105.7300033569336,112.63999938964844
40,2020-03-02,113.6999969482422,114.25,108.01000213623048,111.4800033569336
41,2020-03-03,111.56999969482422,112.27999877929688,102.26000213623048,105.37000274658205
42,2020-03-04,106.86000061035156,107.26000213623048,103.83100128173828,104.87999725341795
43,2020-03-05,103.80999755859376,108.58000183105467,102.83999633789062,105.98999786376952
44,2020-03-06,103.5,104.3499984741211,98.58000183105467,101.7699966430664
45,2020-03-09,92.87999725341795,98.98999786376952,91.0,93.0500030517578
46,2020-03-10,96.47000122070312,96.80999755859376,89.55000305175781,92.61000061035156
47,2020-03-11,90.18000030517578,92.41999816894533,85.17500305175781,87.01000213623047
48,2020-03-12,77.08000183105469,82.81999969482422,75.75,78.33999633789062
49,2020-03-13,83.18000030517578,83.18000030517578,73.72000122070312,79.98999786376953
50,2020-03-16,69.41999816894531,77.98999786376953,68.05599975585938,71.69999694824219
51,2020-03-17,72.2300033569336,80.66000366210938,72.2300033569336,77.62000274658203
52,2020-03-18,72.56999969482422,78.45999908447266,70.26000213623047,74.08999633789062
53,2020-03-19,74.25,83.30999755859375,71.56999969482422,82.5
54,2020-03-20,83.22000122070312,89.38999938964844,83.01000213623047,84.13999938964844
55,2020-03-23,84.61000061035156,90.48999786376952,81.35700225830078,89.73999786376953
56,2020-03-24,93.0,98.73999786376952,93.0,97.52999877929688
57,2020-03-25,98.88999938964844,101.79000091552734,95.76000213623048,96.83000183105467
58,2020-03-26,97.20999908447266,102.68499755859376,96.7699966430664,100.69000244140624
59,2020-03-27,98.0,98.95999908447266,95.51000213623048,96.62999725341795
60,2020-03-30,97.56999969482422,99.41999816894533,95.30999755859376,97.0
61,2020-03-31,92.33999633789062,95.4499969482422,88.94000244140625,89.48999786376953
62,2020-04-01,87.0,87.87999725341797,84.54000091552734,84.93000030517578
63,2020-04-02,83.79000091552734,86.41000366210938,81.51000213623047,83.31999969482422
64,2020-04-03,82.58000183105469,83.0,79.25,80.69000244140625
65,2020-04-06,84.0,86.94999694824219,82.44000244140625,86.66000366210938
66,2020-04-07,88.0,90.29000091552734,84.0199966430664,87.22000122070312
67,2020-04-08,88.44999694824219,92.3499984741211,88.1500015258789,91.7300033569336
68,2020-04-09,92.58000183105467,97.4499969482422,92.13999938964844,95.33999633789062
69,2020-04-13,95.3000030517578,96.29000091552734,92.70800018310548,95.88999938964844
70,2020-04-14,98.54000091552734,100.91999816894533,98.01000213623048,98.79000091552734
71,2020-04-15,99.45999908447266,101.69000244140624,97.4250030517578,100.81999969482422
72,2020-04-16,101.8499984741211,106.81999969482422,101.5199966430664,103.62999725341795
73,2020-04-17,106.5,108.31999969482422,104.38300323486328,107.87999725341795
74,2020-04-20,106.5999984741211,111.48999786376952,106.5500030517578,108.37000274658205
75,2020-04-21,107.52999877929688,109.48500061035156,100.41000366210938,105.0
76,2020-04-22,106.9000015258789,109.36000061035156,105.875,107.88999938964844
77,2020-04-23,105.0,109.43000030517578,105.0,107.51000213623048
78,2020-04-24,108.08000183105467,110.8000030517578,105.6999969482422,109.9499969482422
79,2020-04-27,111.1500015258789,112.68699645996094,108.91200256347656,109.41999816894533
80,2020-04-28,110.0500030517578,110.56999969482422,104.4000015258789,104.58999633789062
81,2020-04-29,106.06999969482422,111.9800033569336,105.4000015258789,111.3000030517578
82,2020-04-30,111.12999725341795,116.83999633789062,110.8000030517578,112.3000030517578
83,2020-05-01,109.38999938964844,113.69000244140624,107.9540023803711,107.9800033569336
84,2020-05-04,106.9800033569336,113.91999816894533,106.23699951171876,113.25
85,2020-05-05,115.27999877929688,119.19000244140624,114.0500030517578,116.56999969482422
86,2020-05-06,117.0500030517578,123.63999938964844,116.51000213623048,122.4000015258789
87,2020-05-07,152.39999389648438,176.3699951171875,152.39999389648438,170.88999938964844
88,2020-05-08,167.00999450683594,182.38999938964844,165.11000061035156,179.69000244140625
89,2020-05-11,179.97999572753906,189.97000122070312,179.0,186.6100006103516
90,2020-05-12,187.0,197.1499938964844,181.6000061035156,190.2899932861328
91,2020-05-13,192.1100006103516,195.5449981689453,180.3000030517578,187.4199981689453
92,2020-05-14,186.07000732421875,193.0659942626953,183.7729949951172,191.8600006103516
93,2020-05-15,188.41000366210935,195.1499938964844,187.8000030517578,189.22000122070312
94,2020-05-18,189.6300048828125,193.6999969482422,183.1000061035156,183.38999938964844
95,2020-05-19,183.0500030517578,188.4900054931641,180.55499267578125,183.2400054931641
